"","ranking","title","desc","runtime","genre","rating","vote","director","actor","metascore","revenue"
"6944",NA,"12:06 Rumah Kucing","Many strange and frightening events experienced by Randy's (Adi Nugroho) family with Rosa (Masayu Anastasia), since her split warehouse floor at her home just past midnight at 12:06 ...                See full summary<U+00A0><U+00BB>",78,"Horror",2.2,8,"Chiska Doppert","Masayu Anastasia",NA,0
"6945",NA,"<U+00A1>Oh Mamy Blue!",NA,NA,"Comedy",NA,NA,"Add a Plot","Carmen Maura",NA,0
"6946",NA,"Ayame-kun no Nonbiri Nikushoku Nisshi","        Add a Plot",NA,"Comedy",NA,NA,"Hiroki Shibasaki","Rika Adachi",NA,0
"6947",NA,"BluStella",NA,NA,"Family",NA,NA,"Paul Nicoletos",NA,NA,0
"6948",NA,"The Garden","After a silent, masked individual encounters a man with a television for an arm; horror, euphoria and madness ensue.",55,"Animation",8.1,11,"Finn Callan","Hector O'Donnell",NA,0
"6949",NA,"Vedham","        Add a Plot",112,"Drama",NA,NA,"Prasad Yadav","Saniya Iyappan",NA,0
"6950",NA,"Case 137","        Add a Plot",NA,"Drama",NA,NA,"Nuri Bauswell","Aqeel Ash-Shakoor",NA,0
"6951",NA,"Debunkers, Inc.",NA,NA,"Family",NA,NA,"Matt Thompson","Josh Pinkowski",NA,0
"6952",NA,"Carl Jackson's the Jesus Freak","        Add a Plot",NA,"Action",7.3,6,"Carl Jackson","Darius Alexander",NA,0
"6953",NA,"The Accident",NA,NA,"Romance",NA,NA,"Christopher Lawrence Chapman","Jayde Rossi",NA,0
"6954",NA,"Two Pictures",NA,NA,"Drama",NA,NA,"Eric Stone","Trin Miller",NA,0
"6955",NA,"The Last Hour",NA,117,"Drama",NA,NA,"Eduardo Mendoza de Echave",NA,NA,0
"6956",NA,"TOTEM",NA,NA,"Crime",NA,NA,"Add a Plot","Mateusz Mazur",NA,0
"6957",NA,"North East Past: Po Ma Zhang Fei","The film tells the story of several different characters in the Hongkong northeast of youth, with no interest in falling into the traps of the villain, and then use their wits to get out of problems.",100,"Action",4.2,8,"Dalei Guo","Nailiang Jia",NA,0
"6958",NA,"Kathalo Rajakumar","Arjun is an arrogant film star who leads his life by degrading his fellow staff all the time. When everything seems to be going fine, a major car accident completely changes his mindset and...                See full summary<U+00A0><U+00BB>",NA,NA,5.6,5,"Mahesh Surapaneni","Namitha Pramod",NA,0
"6959",NA,"Ang araw sa likod mo","An elite team of Scout Rangers track down lawless Islamist elements in the Southern tip of the Philippines. In the middle of this conflict, two Muslim brothers are caught up in their own ...                See full summary<U+00A0><U+00BB>",82,"Action",NA,NA,"Dominic Carlo P. Nuesa","Ping Medina",NA,0
"6960",NA,"The Infinite Garden",NA,90,"Drama",NA,NA,"See full summary","Gloria Petkova",NA,0
"6961",NA,"Rose and Viktor: No Mercy","A teenage runaway named Rose, meets the worlds greatest bassist Viktor together they form a twisted duo of justice.",111,"Action",NA,NA,"Moses","Mercedes",NA,0
"6962",NA,"Suhu Beku: The Movie","        Add a Plot",88,"Drama",NA,NA,"Rusmin Nuryadin","Muhammad Nur Fauzan",NA,0
"6963",NA,"Genco","The film is about a limited-superhero who wants to change the world with daily, weird and funny works.",80,"Drama",3.8,55,"Ali Kemal <U+00C7>inar","Salih Demir",NA,0
"6964",NA,"The Cannon","        Add a Plot",NA,"Drama",NA,NA,"Marshall Axani","Bob Frazer",NA,0
"6965",NA,"The Prodigal Dad",NA,88,"Comedy",NA,NA,"Robert Wenzek","Andrea Bang",NA,0
"6966",NA,"Happy Endings Are a Rarity","When his girlfriend visits him during winter break, an agoraphobic twentysomething begins to suspect that his house is haunted.",61,"Comedy",7.2,9,"Michael Bardon","Will Bryant",NA,0
"6967",NA,"The Raid",NA,NA,"Action",NA,NA,"See full summary","Vitaliy Gordienko",NA,0
"6968",NA,"Sensei!... suki ni nattemo iidesuka?",NA,NA,"Romance",NA,NA,"Add a Plot","Suzu Hirose",NA,0
"6969",NA,"Jewtah",NA,81,"Comedy",NA,NA,"Cameron Bossert","Jeremy Rishe",NA,0
"6970",NA,"Coco","A young woman who is haunted by memories of her childhood, slowly tries to put the pieces of her past together, but in doing so, she awakens a horror she had long since forgotten.",98,"Horror",8.2,8,"Neil Boultby","Neil Boultby",NA,0
"6971",NA,"Demon Box","        Add a Plot",87,"Drama",6.5,10,"Patrik Syversen","Sigurd Myhre",NA,0
"6972",NA,"Lifeform",NA,105,"Horror",NA,NA,"Add a Plot","Chad Ackerman",NA,0
"6973",NA,"Bigsby","The life and trials of the titular character as he struggles with addiction, personal debts, his pregnant ex-girlfriend, and his misguided aspirations to be a clown.",85,"Comedy",NA,NA,"H. Fritz Bishop","H. Fritz Bishop",NA,0
"6974",NA,"Two Plains & a Fancy",NA,90,"Comedy",NA,NA,"Add a Plot","Benjamin Crotty",NA,0
"6975",NA,"What Matters",NA,NA,"Drama",NA,NA,"Andrew Gajadhar","Deon Richmond",NA,0
"6976",NA,"The Pot and the Oak","After finding out that he has no sperm and can't impregnate his wife, an Iranian man suffers an existential crisis.",72,"Drama",8.3,36,"Kiarash Anvari","Mahvash Afsharpanah",NA,0
"6977",NA,"Haphazard",NA,NA,"Action",NA,NA,"See full summary","Ron Smoorenburg",NA,0
"6978",NA,"Vishka","A single-minded woman falls blindly in LOVE with an IMMORAL person. She first thought love could CHANGE him. But slowly she begins to REALIZE the grave MISTAKE she has made as she becomes ...                See full summary<U+00A0><U+00BB>",NA,"Crime",NA,NA,"Ravee Farooq","Ravee Farooq",NA,0
"6979",NA,"Group Therapy: OCD","6 mentally disturbed people in group therapy resolve their major life problems.",90,"Comedy",NA,NA,"Daniel Bollag","Janelle Odair",NA,0
"6980",NA,"La monnaie de leur pi<U+00E8>ce",NA,NA,"Comedy",NA,NA,"Add a Plot","Miou-Miou",NA,0
"6981",NA,"Anhedonia",NA,NA,"Comedy",NA,NA,"Eric Swinderman","Abby Elliott",NA,0
"6982",NA,"All Is Foreseen","When a successful business woman steps out of her comfort zone with a stranger, she unknowingly affects the lives of everyone around her.",57,"Drama",NA,NA,"Sharon Mor","Steven Buehler",NA,0
"6983",NA,"Rain River Falls","Night after night as Elizabeth would drift off to sleep she would wake up with visions and desires that she could not explain, And to a mysterious figure who always seemed to appear. Now ...                See full summary<U+00A0><U+00BB>",NA,"Fantasy",NA,NA,"Joe Haugh","Charlotte",NA,0
"6984",NA,"Pledges",NA,NA,"Comedy",NA,NA,"Add a Plot",NA,NA,0
"6985",NA,"Sold",NA,NA,"Comedy",NA,NA,"David Green","Kathy Garver",NA,0
"6986",NA,"Home Stay",NA,NA,"Horror",NA,NA,"Add a Plot","Robert LaSardo",NA,0
"6987",NA,"Doolittle: The Year of the Horse",NA,NA,"Action",NA,NA,"Add a Plot",NA,NA,0
"6988",NA,"Americas Killer Cops","        Add a Plot",NA,"Crime",NA,NA,"George Clinton","Goldie Robin Allred",NA,0
"6989",NA,"Muay Thai",NA,NA,"Action",NA,NA,"Charles Garrett","Rafa<U+00EB>lle Cohen",NA,0
"6990",NA,"Careful","A journalist, investigating traffic violations in a city, comes across mysterious happenings and lands herself in a dangerous situation.",120,"Crime",4.9,8,"V.K. Prakash","Vijay Babu",NA,0
"6991",NA,"The Wheel","Welcome to Odabia's Grand Ferris Wheel in Tokyo, Japan. Enjoy the beautiful sights and sounds of the city as the Ferris wheel's romantic atmosphere takes you away. The Grand Ferris Wheel ...                See full summary<U+00A0><U+00BB>",112,NA,NA,NA,"Jeff Cisneros","Camilla St<U+00E5>hl",NA,0
"6992",NA,"Historietas Assombradas: O Filme",NA,90,"Animation",NA,NA,"Add a Plot","Garcia J<U+00FA>nior",NA,0
"6993",NA,"Desolate",NA,NA,"Action",NA,NA,"Add a Plot","David Nzinga",NA,0
"6994",NA,"You",NA,48,"Drama",NA,NA,"Linton Semage","Lexy Kolker",NA,0
"6995",NA,"Frosch, Schenkel und Prinzen","        Add a Plot",72,"Drama",NA,NA,"Frederik F<U+00FC>ssel","Wolf Danny Homann",NA,0
"6996",NA,"Scarlett",NA,NA,"Thriller",NA,NA,"Add a Plot","Loredana Cannata",NA,0
"6997",NA,"Iki Nefes Arasinda","Story of Baris coming to the UK and drawn into the underworld where there is no return.",75,"Drama",8.7,22,"Birkan Tercanli","Yahya Dogu Demir",NA,0
"6998",NA,"Three Dots and a Dash","        Add a Plot",NA,"Crime",NA,NA,"Kiran Valipa Venkat","Vinay Pathak",NA,0
"6999",NA,"Degenerate",NA,70,"Animation",NA,NA,"Amaya Kiyoko","Amaya Kiyoko",NA,0
"7000",NA,"Blood Child",NA,NA,"Fantasy",NA,NA,"See full summary","Alyx Melone",NA,0
"7001",NA,"La consolation","        Add a Plot",78,"Drama",4.3,7,"Cyril Mennegun","Alexandre Guans<U+00E9>",NA,0
"7002",NA,"Hammer: The 'Rootin' for Regen' story","        Add a Plot",NA,"Drama",NA,NA,"Tishia Morris","Kole Benfield",NA,0
"7003",NA,"Stato di ebbrezza",NA,90,"Biography",NA,NA,"See full summary","Francesca Inaudi",NA,0
"7004",NA,"Butcher the Bakers","Recently fired, a grim reaper terrorizes a small town, killing and collecting souls for a purpose only he knows. Sam and Martin, slackers who work at the local bakery, are hired by a mysterious stranger to stop him from killing again.",94,"Comedy",8.4,15,"Tyler Amm","Ryan Matthew Ziegler",NA,0
"7005",NA,"Caminhos Magn<U+00E9>ticos",NA,NA,"Drama",NA,NA,"Add a Plot","Dominique Pinon",NA,0
"7006",NA,"Mrs. Jones",NA,70,"Thriller",NA,NA,"Orji Obiorah","Liz Taylor",NA,0
"7007",NA,"Malice: Emergence",NA,NA,"Adventure",NA,NA,"Add a Plot","Matt Gulbranson",NA,0
"7008",NA,"Super Mehra Bros","Two very distant Indian-American brothers get to know each other.",NA,"Comedy",NA,NA,"Chasen Charles","Rushi Kota",NA,0
"7009",NA,"Love Or Laughs",NA,81,"Action",NA,NA,"Bo Starks","Mary Cruz",NA,0
"7010",NA,"The Chosen Ones","Trapped in the horror of his own dream, a disillusioned youth embarks on a journey of supernatural self-discovery.",NA,"Fantasy",NA,NA,"Mel Mills","Tessa McGinn",NA,0
"7011",NA,"Smoke Screen",NA,NA,"Thriller",NA,NA,"Sean Buttimer","Aesha Waks",NA,0
"7012",NA,"The Book","When a geeky, down on his luck ad-man finds a book that can predict the future, he changes the world to win over the one girl he could lose if she ever finds out.",NA,"Comedy",NA,NA,NA,NA,NA,0
"7013",NA,"The Second Life Club",NA,120,"Thriller",NA,NA,"Simon Jake","Ryan Ralph Gerrard",NA,0
"7014",NA,"After Ever After","All classical stories end with- ""and they lived happily ever after"". After Ever After explores the meaning of happily every after through the eyes of a struggling father.",91,"Drama",NA,NA,"Rakesh Kumar","Ravi Bhatnagar",NA,0
"7015",NA,"Puya: In the Circle of Time",NA,87,"Drama",NA,NA,"Shahbaz Noshir","Shahbaz Noshir",NA,0
"7016",NA,"Stuck on Someday",NA,90,"Comedy",NA,NA,"Emily Prescott","Emelie Pla",NA,0
"7017",NA,"Double Echo",NA,89,"Drama",NA,NA,"Add a Plot","Brandon Auret",NA,0
"7018",NA,"The Profit",NA,NA,"Drama",NA,NA,"See full summary","Scot Pollard",NA,0
"7019",NA,"Gypsy Moon",NA,NA,"Fantasy",NA,NA,"See full summary","Tony Gibson",NA,0
"7020",NA,"Online Gurukul",NA,NA,"Comedy",NA,NA,"Add a Plot","Honeypreet Insan",NA,0
"7021",NA,"Werewolves from Outer Space","        Add a Plot",NA,"Sci-Fi",NA,NA,"Jon Parsons","Teresa T. Chavez",NA,0
"7022",NA,"Zulu Wedding","Fiesty, choreographer Lungile (28) will do a lot to avoid falling in love. Even more to avoid going home to South Africa, where she's traditionally engaged to a king. However, when she ...                See full summary<U+00A0><U+00BB>",NA,"Romance",NA,NA,"Lineo Sekeleoane","Lorcia Cooper",NA,0
"7023",NA,"Exit",NA,NA,"Horror",NA,NA,"See full summary","Michelle Belegrin",NA,0
"7024",NA,"The Art of Sitting Quietly and Doing Nothing",NA,NA,"Adventure",NA,NA,"Nick Alonzo","Alex Serrato",NA,0
"7025",NA,"Mivtza Beitza","A couple of con-men decide to grab a rare eagle's egg that's being transferred from the Ramat Gan Safari Park to a venue on the Golan Heights so it can be added to a dish on a cooking competition, and win a big prize.",90,"Adventure",NA,NA,"Alon Gur Arye","Assaf Ashtar",NA,0
"7026",NA,"Beyond the Mist",NA,NA,"Drama",NA,NA,"Add a Plot","Corinne Cl<U+00E9>ry",NA,0
"7027",NA,"Terrortory 2","        Add a Plot",NA,"Horror",NA,NA,"Kevin Kangas","Chris O'Brocki",NA,0
"7028",NA,"SpacePOP: Not Your Average Princesses",NA,84,"Animation",NA,NA,"See full summary",NA,NA,0
"7029",NA,"Paris est une f<U+00EA>te - Un film en 18 vagues","        Add a Plot",95,NA,6.9,11,"Sylvain George","Val<U+00E9>rie Dr<U+00E9>ville",NA,0
"7030",NA,"The Harvest",NA,NA,"Horror",NA,NA,"See full summary","Wade Thalberg",NA,0
"7031",NA,"Aabhaasam",NA,NA,"Comedy",NA,NA,"See full summary","Indrans",NA,0
"7032",NA,"Prodigal",NA,NA,"Adventure",NA,NA,"Add a Plot",NA,NA,0
"7033",NA,"An Unpleasant Surprise",NA,NA,"Horror",NA,NA,"Add a Plot","Joshua Lee Young",NA,0
"7034",NA,"Il viaggio","On board a train on its last trip, five people know each other, collide, make friends and solve their personal issues finding out what's really important in life.",96,"Comedy",NA,NA,"Alfredo Arciero","Gaetano Amato",NA,0
"7035",NA,"Alex & Jaime","Alex and Jaime navigate a tumultuous lifetime relationship.",78,"Action",NA,NA,"Brian Flaccus","Jilon VanOver",NA,0
"7036",NA,"Strawberry Flavored Plastic",NA,107,"Crime",NA,NA,"Colin Bemis","Aidan Bristow",NA,0
"7037",NA,"Leading to Revelation",NA,95,"Drama",NA,NA,"James Berberich","Tim Ross",NA,0
"7038",NA,"Don't Shoot",NA,NA,"Drama",NA,NA,"Justin Milton","Omar Gooding",NA,0
"7039",NA,"Ek Adhuri Dastaan",NA,NA,"Thriller",NA,NA,"Add a Plot",NA,NA,0
"7040",NA,"Growing up",NA,96,"Comedy",NA,NA,"Clara Martinez-Lazaro","B<U+00E1>rbara Goenaga",NA,0
"7041",NA,"An Act of Kindness",NA,50,"Drama",NA,NA,"Verity Campbell","Rhys Horler",NA,0
"7042",NA,"Tungst<U+00EA>nio",NA,NA,"Drama",NA,NA,"See full summary","Jos<U+00E9> Dumont",NA,0
"7043",NA,"Butterfly in a Bell Jar","Like something out of a nightmare, a young girl named River is kidnapped and held captive. Her abductor leaves more than bruises behind as she is tortured both physically and mentally for over ten years.",85,NA,NA,NA,"Matthew Berto","Maria Tevelis",NA,0
"7044",NA,"Darker Times",NA,120,"Horror",NA,NA,"Add a Plot","Alexander Sandford",NA,0
"7045",NA,"Soldiers of Embers",NA,NA,"Drama",NA,NA,"See full summary","Matt Long",NA,0
"7046",NA,"Andarkahini: Self-exile",NA,86,"Drama",NA,NA,"Arnab k Middya","Priyanka Sarkar",NA,0
"7047",NA,"Love Wall",NA,NA,"Drama",NA,NA,"Add a Plot","D<U+00E9>borah Fran<U+00E7>ois",NA,0
"7048",NA,"Eullenia",NA,NA,"Thriller",NA,NA,"Add a Plot","Alec Newman",NA,0
"7049",NA,"In the Wake of Ire",NA,94,"Drama",NA,NA,"Brian Maurer","Gregory Sporleder",NA,0
"7050",NA,"In-World War",NA,NA,"Sci-Fi",NA,NA,"Simeon Moses",NA,NA,0
"7051",NA,"Camp Tough Love",NA,80,"Comedy",NA,NA,"Dan Parks","Kathryn Lovell",NA,0
"7052",NA,"Saving Jane","Dubbed one of the funniest movies of the year! Jane and her brother Elton find themselves under the control of a well known hit-man (Bo) who has been ordered by their father (an established...                See full summary<U+00A0><U+00BB>",NA,"Action",NA,NA,"Robert Cairns","Alphonso Austin",NA,0
"7053",NA,"Mukkadarpur Ka Majnu","Mukkadarpur ka Majnu is a story of a guy name Hannu from a small town Mukkadarpur, In today's modern time, he looking for love and affection but bounds by the suspicious hurdles of religion, job status, color, cast and creed.",NA,"Drama",7.8,6,"Shekhar Ramesh Mishra","Sahil Ansari",NA,0
"7054",NA,"Street Shadows",NA,NA,"Action",NA,NA,"See full summary","Cory DeMeyers",NA,0
"7055",NA,"Onneli, Anneli ja Salaper<U+00E4>inen muukalainen","In the movie, Onneli and Anneli are two very ordinary girls, maybe just a little happier than many others, as they have a fair chance to live in a house designed by Rosewood, two of them, ...                See full summary<U+00A0><U+00BB>",75,"Family",5.7,28,"Saara Cantell","Joonas Saartamo",NA,0
"7056",NA,"Nae nampyeonui gajeonggyosa","        Add a Plot",113,"Drama",NA,NA,"Sun-Uk Park","Sae-hee Hong",NA,0
"7057",NA,"Going Home",NA,8,NA,NA,NA,"See full summary","Natalia Ferreiro",NA,0
"7058",NA,"My Grandpa the Assassin",NA,NA,"Action",NA,NA,"Aki Aleong","Dawna Lee Heising",NA,0
"7059",NA,"Into the Fog",NA,NA,"Horror",NA,NA,NA,NA,NA,0
"7060",NA,"Graghanam",NA,NA,"Crime",NA,NA,"Add a Plot","V. Jayaprakash",NA,0
"7061",NA,"Pelliki Mundu Prema Katha","        Add a Plot",NA,NA,NA,NA,NA,NA,NA,0
"7062",NA,"Dating in Atlanta: The Movie","        Add a Plot",87,"Drama",NA,NA,"Jevon Dewand","Madison Alsobrook",NA,0
"7063",NA,"Exorcism of the Dead",NA,NA,"Horror",NA,NA,"John Migliore","Sarah Swerid",NA,0
"7064",NA,"Meadow Bridge","Meadow Bridge is a coming-of-age story that follows Darcy, a fourteen-year-old girl growing up in a small West Virginia town in the late 1990s. It's a story about growing up on the edge of ...                See full summary<U+00A0><U+00BB>",NA,"Drama",7.7,6,"Tijah Bumgarner","Micah Gilkerson",NA,0
"7065",NA,"Two Wolves","        Add a Plot",95,"Drama",NA,NA,"Mykel Shannon Jenkins","Gabriel B. Alexander",NA,0
"7066",NA,"Wildflowers",NA,NA,"Drama",NA,NA,"See full summary","Lyndan Anderson",NA,0
"7067",NA,"Bd. Voltaire","A circle of friends is getting together for a fun night out in Paris. It is Friday, the 13th of November, 2015.",110,"Drama",NA,NA,"Alexandre Vall<U+00E8>s","Alexandre Vall<U+00E8>s",NA,0
"7068",NA,"POLYXENI",NA,100,"Drama",NA,NA,"See full summary","Lydia Fotopoulou",NA,0
"7069",NA,"Four Doomed Men","        Add a Plot",NA,"Horror",NA,NA,"James Earl",NA,NA,0
"7070",NA,"Symphony in Blue","A Colorado ranger hunts for a group of outlaws, confronting his own obsessions with justice in a carefully recreated homage to the violent absurdity of 80s b-movies.",70,"Crime",NA,NA,"Samuel Marko","Samuel Marko",NA,0
"7071",NA,"La sainte famille","        Add a Plot",NA,NA,NA,NA,"Marion Sarraut","Stanley Weber",NA,0
"7072",NA,"Respiri",NA,87,"Thriller",NA,NA,"Add a Plot","Alessio Boni",NA,0
"7073",NA,"Folie, Adieu",NA,NA,"Comedy",NA,NA,"See full summary","Charlene deGuzman",NA,0
"7074",NA,"Romeo N Bullet","        Add a Plot",116,"Drama",NA,NA,"Aditya Kumar",NA,NA,0
"7075",NA,"Kimi no koe o todoketai","        Add a Plot",NA,"Animation",4.6,9,"Naoyuki Itou",NA,NA,0
"7076",NA,"Attack of the Were-Shark!","        Add a Plot",NA,"Horror",NA,NA,NA,NA,NA,0
"7077",NA,"PVC Major Shaitan Singh","Based on the story of Major Shaitan Singh, who was awarded the Param Vir Chakra posthumously for his 'C' company's dig-in at Rezang La pass during the Sino-India conflict of 1962.",NA,"War",NA,NA,"Pankaj Sehgal","Behzaad Khan",NA,0
"7078",NA,"Donten ni warau","        Add a Plot",NA,"Drama",NA,NA,"Katsuyuki Motohiro","S<U+00F4>ta Fukushi",NA,0
"7079",NA,"Survive or Die",NA,NA,"Action",NA,NA,"Add a Plot","Felino Dolloso",NA,0
"7080",NA,"The Worst Nightmare","A beat producer by the name of Curtis Flemming hungry to make it in the music industry, gets a rude awakening as he is arrested for something he did not do. When he gets out he finds out ...                See full summary<U+00A0><U+00BB>",85,"Drama",7.5,6,"Cj Parr","Derek 'Tp Corleone' Perkins",NA,0
"7081",NA,"L<U+00F4> t<U+00F4>","        Add a Plot",NA,"Drama",6.9,16,"Huu Chau",NA,NA,0
"7082",NA,"Please Please Please","'Brothers Shinji and Nao reunite after years of parting ways. In order to get by, the pair entangle themselves in illegal enterprises. Their friend's Aoi set up for Shinji and Nao's bond ...                See full summary<U+00A0><U+00BB>",104,"Comedy",NA,NA,"Hiroshi Horiuchi","Ryuji Sato",NA,0
"7083",NA,"The Fortune Handbook","Su Fu, a good for nothing brother-in-law tries to steal an age old Chinese pastry recipe from his own brother-in -law in a bid to sell it and get rich quickly. Things quickly take a turn ...                See full summary<U+00A0><U+00BB>",99,"Comedy",6.4,12,"Kelvin Sng","Vivian Lai",NA,0
"7084",NA,"The Glove","A young boy visiting his grandmother meets a young man who claims to be his missing grandfather.",90,"Adventure",NA,NA,"Gordon Stanfield","Kerry James",NA,0
"7085",NA,"Bad Bad Winter",NA,117,"Drama",NA,NA,"Olga Korotko","Marat Abishev",NA,0
"7086",NA,"The Bathroom","When a female sociopathic murderer suffering from schizophrenia lures her latest victim back to her place and begins to doubt her actions, the satanic voices that order her to kill turn out...                See full summary<U+00A0><U+00BB>",90,"Thriller",NA,NA,"Antonio Cannady",NA,NA,0
"7087",NA,"Kaay Re Rascalaa","Raja is an opportunist living in a chawl, dreaming of big things. He manipulates people on a daily basis to get whatever he wants. While doing his daily chores he finds a pen drive which ...                See full summary<U+00A0><U+00BB>",125,"Comedy",NA,NA,"Giridharan Swamy","Gaurav Ghatnekar",NA,0
"7088",NA,"LuQman","A poet of national renown, Luqman is challenged by the presence of a younger man, as he struggles for both his wife and his art.",92,"Drama",NA,NA,"Mahadi J. Murat","Syed Mohamad Fuad Al-Atas",NA,0
"7089",NA,"The Granary","An agoraphobic man is trapped inside an old granary by his own fears, and attempts to fight his demons with creativity and inspiration.",150,"Biography",6.5,13,"Eveshka Ghost","Alex Willis",NA,0
"7090",NA,"<U+00C9>letem legrosszabb napja",NA,NA,"Drama",NA,NA,"Add a Plot","Imre Gel<U+00E1>nyi",NA,0
"7091",NA,"Baby Steps",NA,NA,"Drama",NA,NA,"Eric Dyson","Kenny Cooper",NA,0
"7092",NA,"Las heridas del viento",NA,NA,"Drama",NA,NA,"Add a Plot","Kiti M<U+00E1>nver",NA,0
"7093",NA,"Alien Theory",NA,100,"Action",NA,NA,"Michael Ryan Hahn","David McElroy",NA,0
"7094",NA,"Loves Park",NA,NA,"Drama",NA,NA,"Carol Rhyu","Amy Lyndon",NA,0
"7095",NA,"Rednecks","A group of rednecks go on an adventure to get fame, fortune and everything they have always dreamed of.",98,"Comedy",8.7,21,"John Birmingham","John Birmingham",NA,0
"7096",NA,"Das kleine Vergn<U+00FC>gen",NA,95,"Comedy",NA,NA,"See full summary","Marcus Strahl",NA,0
"7097",NA,"Notes on an Appearance",NA,52,NA,NA,NA,"Ricky D'Ambrose","Keith Poulson",NA,0
"7098",NA,"It's About Love","The lives and loves of a group of inner-city park regulars.",NA,"Comedy",NA,NA,"Robert David Duncan","Robert David Duncan",NA,0
"7099",NA,"Grandma Werewolf",NA,NA,"Fantasy",NA,NA,"Zachary Will","James Wosochlo",NA,0
"7100",NA,"Evil Deeds",NA,NA,"Horror",NA,NA,"Matt Spease","Lucian Xanthos",NA,0
"7101",NA,"Tomorrow, Maybe","Determined to redeem himself upon his most recent release from prison, a father reconnects with his daughter, who might not be so willing if her life wasn't suddenly falling apart.",84,"Drama",8.1,11,"Jace Daniel","Robert Blanche",NA,0
"7102",NA,"N<U+00E3>o Se Aceitam Devolu<U+00E7><U+00F5>es",NA,NA,"Comedy",NA,NA,"Add a Plot","Leandro Hassum",NA,0
"7103",NA,"Grey Agenda","In this Sci-Fi thriller, when a group of friends go missing, the local Police are shocked at the return of a mysterious stranger. While searching for their missing friends, they uncover a dark secret and the truth behind the 'Grey Agenda'.",128,"Sci-Fi",3.2,5,"Larry Stanley","Tim Newkirk",NA,0
"7104",NA,"The Bathtub Murders",NA,NA,"Crime",NA,NA,"Jenell Diegor","Derek James Trapp",NA,0
"7105",NA,"Cold Breath","Maryam have been past thirty. The woman who borne as a girl but...she passed her puberty like a boy and in the way of love and subsistence she tried hard her every day just like a male...",84,"Drama",9.2,6,"Abbas Raziji","Bita Baadraan",NA,0
"7106",NA,"ZOE's SECURITY SERVICE","Zoe MacGraw must help a former lover and his wife escape a contaminated City by guiding them through a vicious underground Basement, which leads to greener pastures.",85,"Sci-Fi",NA,NA,"L<U+00E1>szl<U+00F3> Moh<U+00E1>csi","Emma Bellamy",NA,0
"7107",NA,"Adam & Eve",NA,NA,"Drama",NA,NA,"Omar Corominas","Omar Corominas",NA,0
"7108",NA,"Meyeti Ekhon Kothay Jabe","        Add a Plot",NA,"Drama",NA,NA,"Nader Chowdhury","Falguni Rahman Jolly",NA,0
"7109",NA,"Motherhood","Nava tries to convince his sister to get back with her husband, while her own fiance is cheating on her.",NA,"Drama",4.6,7,"Roqiyeh Tavakoli","Nazanin Bayati",NA,0
"7110",NA,"Puppy Love",NA,100,"Drama",NA,NA,"See full summary","Ruijia Jiang",NA,0
"7111",NA,"Secrets Kept",NA,NA,"Fantasy",NA,NA,"Tony Devon",NA,NA,0
"7112",NA,"12 Nights with the Grulems","A Gritty paranormal horror about a team of 6 specially talented investigators looking in to 1 of history's strangest and darkest family's known as THE GRULEMS . A family of 12 who lived in ...                See full summary<U+00A0><U+00BB>",NA,"Horror",NA,NA,"Richard Gething","Honey Holmes",NA,0
"7113",NA,"Day for Night",NA,NA,"Thriller",NA,NA,"David Gere",NA,NA,0
"7114",NA,"Waiting for the Storm","A family's peaceful evening takes a horrifying turn when three men in masks and hoods break into their house and take them hostage. When they offer the home invaders to take anything they ...                See full summary<U+00A0><U+00BB>",87,"Action",7.3,6,"Rogelio Salinas III","Manuel Garcia",NA,0
"7115",NA,"Fight in Heels","        Add a Plot",NA,"Sci-Fi",NA,NA,"The Uhuruverse","Xia Gemini",NA,0
"7116",NA,"The Last One","        Add a Plot",NA,"Adventure",NA,NA,NA,NA,NA,0
"7117",NA,"4 Days",NA,79,"Drama",NA,NA,"See full summary","Claire Grammatiki",NA,0
"7118",NA,"Poilsiautojai: pavydo zaidynes",NA,NA,"Comedy",NA,NA,"Add a Plot","Gabija Jaraminaite",NA,0
"7119",NA,"After Hours Trading",NA,NA,"Comedy",NA,NA,"Fredrick Johnson","Nick Ducassi",NA,0
"7120",NA,"Maayavan","        Add a Plot",NA,"Mystery",NA,NA,"C.V. Kumar","Daniel Balaji",NA,0
"7121",NA,"Gulag Magadan",NA,NA,"Drama",NA,NA,"Michael Kingsbury","Kendall Morris",NA,0
"7122",NA,"Had Thai Gai","Story Of One Night Where A Girl Roshni Leaves Her Home for Her Love Rajesh, Find her self betrayed By her Lover and Same night she also looses all the jewellery and Cash she took from home....                See full summary<U+00A0><U+00BB>",130,"Drama",NA,NA,"Hridesh Kamble","Rajul Deewan",NA,0
"7123",NA,"Freesia","A multi-narrative journey that weaves between three families in present-day Bradford, where three worlds collide and leave a Muslim scholar fighting for his life. Yusif, the son of Mosque ...                See full summary<U+00A0><U+00BB>",91,"Drama",NA,NA,"Conor Ibrahiem","Zehan Ahmed",NA,0
"7124",NA,"The Breakdown",NA,NA,"Drama",NA,NA,"Add a Plot","Sergio Garcia",NA,0
"7125",NA,"I, Timon",NA,78,"Drama",NA,NA,"Bramwell Noah","Kylie Azzopardi",NA,0
"7126",NA,"Summer of Anna",NA,NA,"Comedy",NA,NA,NA,NA,NA,0
